"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\02_A1.d"," DAD1 - B:Sig=260,4  Ref=360,60 02_A1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\30_C3.d" ,"4" ,1.123,1.201,1.315,10.78,51.20,17.59,20.85,7.85,0.192,0.077,-0.55,-0.13,1.117,1.123,1.315,1.316,-0.55,-0.13,1.50,10.41,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\30_C3.d" ,"5" ,3.150,3.273,3.444,18.54,133.21,45.76,35.83,20.43,0.294,0.114,-0.89,-0.29,3.128,3.133,3.441,3.446,-0.89,-0.29,1.26,17.90,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\30_C3.d" ,"6" ,3.450,3.551,3.671,18.44,93.43,32.10,35.65,14.33,0.221,0.079,-0.30,-1.16,3.449,3.452,3.690,3.693,-0.32,-1.16,1.02,17.74,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\30_C3.d" ,"7" ,7.098,7.295,7.505,20.05,291.11,100.00,38.76,44.65,0.407,0.299,-1.18,17.06,7.031,7.036,7.505,7.509,-1.18,17.06,1.78,27.68,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\32_C4.d"," DAD1 - B:Sig=260,4  Ref=360,60 32_C4.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\32_C4.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\32_C4.d" ,"1" ,0.363,0.391,0.404,3.14,5.07,1.75,6.17,0.73,0.041,0.028,-1.47,0.00,0.354,0.357,0.402,0.406,-1.47,-1.01,0.61,1.98,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\32_C4.d" ,"2" ,0.404,0.435,0.528,5.52,17.52,6.03,10.84,2.53,0.123,0.051,0.00,0.39,0.402,0.406,0.567,0.571,-1.01,0.34,3.92,4.84,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\32_C4.d" ,"3" ,0.577,0.593,0.639,50.87,64.47,22.20,100.00,9.30,0.063,0.017,0.23,0.70,0.567,0.571,0.636,0.649,0.23,0.04,2.95,51.05,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\32_C4.d" ,"4" ,0.639,0.662,0.777,1.33,5.48,1.89,2.61,0.79,0.138,0.063,0.70,-0.23,0.636,0.649,0.766,0.779,0.04,-0.36,2.82,1.31,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\32_C4.d" ,"5" ,1.156,1.233,1.407,11.37,56.05,19.30,22.36,8.09,0.251,0.078,-0.62,-0.52,1.151,1.157,1.406,1.416,-0.62,-0.52,1.49,10.78,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\32_C4.d" ,"6" ,3.183,3.331,3.495,20.28,150.21,51.72,39.86,21.67,0.313,0.115,-1.23,-0.35,3.176,3.179,3.491,3.497,-1.26,-1.25,1.30,19.02,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\32_C4.d" ,"7" ,3.503,3.593,3.713,21.17,103.84,35.76,41.61,14.98,0.211,0.076,-0.35,-1.25,3.501,3.504,3.775,3.778,-1.25,-1.25,1.09,19.92,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\32_C4.d" ,"8" ,7.101,7.291,7.505,20.14,290.41,100.00,39.59,41.90,0.404,0.300,-0.95,16.99,7.026,7.035,7.505,7.509,-0.95,16.99,1.85,27.63,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\33_C5.d"," DAD1 - B:Sig=260,4  Ref=360,60 33_C5.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\33_C5.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\33_C5.d" ,"1" ,0.361,0.386,0.399,2.57,3.73,1.28,5.02,0.57,0.038,0.024,-1.46,-0.61,0.354,0.356,0.401,0.402,-1.46,-0.61,0.75,1.65,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\33_C5.d" ,"2" ,0.408,0.430,0.514,5.91,12.56,4.33,11.54,1.93,0.106,0.023,0.16,0.64,0.401,0.402,0.557,0.565,0.16,0.56,3.82,6.15,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\33_C5.d" ,"3" ,0.573,0.593,0.643,51.20,62.90,21.68,100.00,9.68,0.070,0.016,-0.03,0.00,0.571,0.574,0.641,0.645,-0.05,-0.06,3.10,51.15,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\33_C5.d" ,"4" ,0.643,0.666,0.767,1.13,3.99,1.38,2.20,0.61,0.124,0.058,0.00,-0.09,0.641,0.645,0.767,0.772,-0.06,-0.09,3.39,1.06,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\33_C5.d" ,"5" ,1.147,1.209,1.309,11.98,49.60,17.10,23.39,7.63,0.161,0.066,-0.38,0.02,1.132,1.137,1.352,1.359,-0.38,0.01,1.46,11.75,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\33_C5.d" ,"6" ,3.140,3.285,3.453,19.50,134.84,46.49,38.08,20.75,0.313,0.109,-1.14,-0.30,3.131,3.133,3.452,3.456,-1.15,-0.30,1.22,18.74,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\33_C5.d" ,"7" ,3.462,3.554,3.669,18.69,92.24,31.80,36.50,14.19,0.207,0.077,-0.25,-1.06,3.452,3.456,3.736,3.740,-0.25,-1.06,1.07,18.08,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\33_C5.d" ,"8" ,7.101,7.289,7.505,20.24,290.07,100.00,39.53,44.63,0.404,0.300,-0.97,17.06,7.029,7.033,7.505,7.509,-0.97,17.06,1.90,27.65,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\34_C6.d"," DAD1 - B:Sig=260,4  Ref=360,60 34_C6.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\34_C6.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\34_C6.d" ,"1" ,0.369,0.391,0.404,2.76,3.30,1.14,4.62,0.50,0.035,0.021,-0.29,0.04,0.356,0.357,0.401,0.406,-0.29,-0.19,0.61,2.53,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\34_C6.d" ,"2" ,0.404,0.433,0.539,5.56,16.45,5.68,9.32,2.47,0.135,0.040,0.04,0.28,0.401,0.406,0.542,0.558,-0.19,0.23,3.74,5.47,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\34_C6.d" ,"3" ,0.558,0.573,0.614,59.69,64.36,22.22,100.00,9.66,0.056,0.015,0.27,0.51,0.542,0.558,0.611,0.619,0.27,0.44,2.85,60.00,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\34_C6.d" ,"4" ,1.086,1.197,1.312,7.51,53.58,18.50,12.58,8.04,0.226,0.123,-0.52,-0.02,1.071,1.073,1.296,1.316,-0.52,-0.02,0.90,7.23,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\34_C6.d" ,"5" ,3.092,3.256,3.424,15.36,140.39,48.46,25.73,21.07,0.331,0.149,-1.03,-0.01,3.073,3.084,3.410,3.435,-1.03,-0.01,1.09,14.83,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\34_C6.d" ,"6" ,3.429,3.540,3.677,17.38,98.40,33.97,29.12,14.77,0.249,0.089,0.01,-1.22,3.410,3.435,3.676,3.680,0.00,-1.22,0.93,16.83,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\34_C6.d" ,"7" ,7.104,7.295,7.505,19.97,289.72,100.00,33.46,43.49,0.402,0.299,-0.78,17.05,7.028,7.030,7.505,7.509,-0.78,17.05,1.77,27.70,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\35_C7.d"," DAD1 - B:Sig=260,4  Ref=360,60 35_C7.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\35_C7.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\35_C7.d" ,"1" ,0.369,0.390,0.403,2.33,3.02,1.03,4.92,0.48,0.034,0.023,-0.32,-0.03,0.355,0.356,0.403,0.404,-0.32,-0.32,0.71,2.01,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\35_C7.d" ,"2" ,0.403,0.433,0.558,5.07,16.60,5.67,10.72,2.64,0.154,0.045,-0.03,-0.04,0.403,0.404,0.558,0.560,-0.20,-0.04,4.03,4.90,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\35_C7.d" ,"3" ,0.568,0.589,0.635,47.29,57.80,19.75,100.00,9.20,0.067,0.016,-0.01,-0.04,0.558,0.560,0.637,0.638,-0.02,-0.04,3.12,47.26,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\35_C7.d" ,"4" ,0.641,0.662,0.785,1.10,4.04,1.38,2.33,0.64,0.144,0.059,-0.05,-0.10,0.637,0.638,0.786,0.788,-0.05,-0.10,4.10,1.05,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\35_C7.d" ,"5" ,1.133,1.199,1.314,10.80,47.02,16.07,22.83,7.48,0.181,0.069,-0.50,-0.17,1.124,1.128,1.311,1.316,-0.50,-0.17,1.61,10.42,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\35_C7.d" ,"6" ,3.129,3.265,3.437,17.53,122.91,41.99,37.06,19.56,0.308,0.111,-1.09,-0.34,3.117,3.120,3.434,3.441,-1.09,-0.34,1.31,16.77,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\35_C7.d" ,"7" ,3.447,3.543,3.661,16.57,84.30,28.80,35.03,13.41,0.214,0.080,-0.29,-1.11,3.434,3.441,3.689,3.691,-0.29,-1.11,1.08,15.91,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\35_C7.d" ,"8" ,7.092,7.288,7.505,20.41,292.70,100.00,43.17,46.58,0.413,0.300,-1.55,17.10,7.036,7.039,7.505,7.509,-1.55,17.10,1.93,27.68,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\36_C8.d"," DAD1 - B:Sig=260,4  Ref=360,60 36_C8.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\36_C8.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\36_C8.d" ,"1" ,0.363,0.382,0.399,2.61,3.51,1.21,6.32,0.61,0.036,0.023,-1.26,-0.79,0.355,0.357,0.401,0.402,-1.26,-0.79,1.08,1.59,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\36_C8.d" ,"2" ,0.402,0.429,0.560,8.07,21.77,7.53,19.58,3.76,0.158,0.025,-0.92,-0.08,0.401,0.402,0.559,0.562,-0.92,-0.08,5.48,7.29,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\36_C8.d" ,"3" ,0.570,0.586,0.627,41.20,47.20,16.32,100.00,8.15,0.057,0.015,0.17,0.07,0.559,0.562,0.630,0.631,0.17,0.07,2.92,41.35,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\36_C8.d" ,"4" ,0.638,0.655,0.781,0.94,3.86,1.33,2.28,0.67,0.143,0.060,0.05,-0.17,0.630,0.631,0.779,0.783,0.05,-0.20,4.81,0.96,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\36_C8.d" ,"5" ,1.126,1.204,1.325,7.79,39.93,13.80,18.89,6.90,0.199,0.083,-0.50,-0.30,1.113,1.115,1.324,1.326,-0.50,-0.30,1.28,7.37,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\36_C8.d" ,"6" ,3.147,3.279,3.443,13.55,102.01,35.27,32.88,17.62,0.295,0.120,-0.91,-0.47,3.101,3.110,3.439,3.446,-0.91,-0.47,1.14,12.83,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\36_C8.d" ,"7" ,3.449,3.551,3.670,13.87,71.32,24.66,33.67,12.32,0.221,0.081,-0.47,-1.26,3.439,3.446,3.709,3.712,-0.47,-1.26,1.00,13.04,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\36_C8.d" ,"8" ,7.104,7.296,7.505,19.90,289.25,100.00,48.30,49.97,0.402,0.299,-0.78,17.08,7.029,7.030,7.505,7.509,-0.78,17.08,1.76,27.67,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\37_C9.d"," DAD1 - B:Sig=260,4  Ref=360,60 37_C9.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\37_C9.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\37_C9.d" ,"1" ,0.362,0.389,0.400,2.18,3.43,1.18,4.65,0.55,0.038,0.023,-1.55,0.12,0.354,0.357,0.403,0.404,-1.55,0.12,0.74,1.83,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\37_C9.d" ,"2" ,0.403,0.432,0.558,5.16,17.16,5.89,11.02,2.73,0.155,0.046,-0.06,-0.07,0.403,0.404,0.557,0.560,-0.28,-0.07,4.08,4.92,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\37_C9.d" ,"3" ,0.572,0.588,0.633,46.85,56.40,19.37,100.00,8.97,0.061,0.016,0.44,0.27,0.563,0.567,0.636,0.637,0.44,0.27,3.06,47.25,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\37_C9.d" ,"4" ,0.642,0.664,0.759,0.86,2.92,1.00,1.84,0.46,0.116,0.047,0.24,-0.05,0.636,0.637,0.756,0.759,0.24,-0.09,2.77,1.04,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\37_C9.d" ,"5" ,1.135,1.205,1.345,10.47,48.23,16.56,22.34,7.67,0.210,0.073,-0.51,-0.35,1.124,1.131,1.343,1.356,-0.51,-0.35,1.53,10.01,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\37_C9.d" ,"6" ,3.145,3.277,3.448,17.45,123.76,42.50,37.25,19.69,0.303,0.112,-1.10,-0.38,3.129,3.131,3.445,3.453,-1.10,-0.38,1.29,16.66,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\37_C9.d" ,"7" ,3.456,3.550,3.669,16.89,85.43,29.34,36.05,13.59,0.213,0.079,-0.32,-1.19,3.445,3.453,3.668,3.670,-0.32,-1.24,1.09,16.16,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\37_C9.d" ,"8" ,7.095,7.296,7.505,19.97,291.19,100.00,42.64,46.33,0.410,0.299,-1.38,17.14,7.036,7.038,7.505,7.509,-1.38,17.14,1.75,27.66,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\38_C10.d"," DAD1 - B:Sig=260,4  Ref=360,60 38_C10.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\38_C10.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\38_C10.d" ,"1" ,0.362,0.383,0.399,2.63,3.61,1.25,5.34,0.56,0.036,0.023,-1.38,-0.79,0.355,0.357,0.400,0.401,-1.38,-0.79,0.94,1.59,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\38_C10.d" ,"2" ,0.404,0.428,0.557,7.96,20.58,7.10,16.12,3.21,0.153,0.022,-0.56,-0.06,0.400,0.401,0.558,0.563,-0.56,-0.21,5.13,7.45,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\38_C10.d" ,"3" ,0.574,0.594,0.641,49.36,59.94,20.69,100.00,9.33,0.067,0.016,-0.01,-0.02,0.567,0.569,0.642,0.644,-0.17,-0.02,3.03,49.23,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\38_C10.d" ,"4" ,0.644,0.665,0.751,1.02,3.48,1.20,2.06,0.54,0.107,0.057,-0.01,-0.01,0.642,0.644,0.761,0.765,-0.01,-0.01,3.90,1.00,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\38_C10.d" ,"5" ,1.134,1.211,1.350,11.40,50.27,17.35,23.09,7.83,0.216,0.069,-0.57,-0.36,1.132,1.134,1.350,1.352,-0.57,-0.36,1.41,10.90,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\38_C10.d" ,"6" ,3.149,3.285,3.453,18.29,126.78,43.76,37.07,19.74,0.303,0.109,-1.11,-0.32,3.139,3.141,3.448,3.456,-1.11,-0.32,1.22,17.54,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\38_C10.d" ,"7" ,3.457,3.552,3.675,17.64,87.73,30.28,35.74,13.66,0.218,0.078,-0.30,-1.18,3.448,3.456,3.692,3.697,-0.30,-1.18,1.09,16.96,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\38_C10.d" ,"8" ,7.103,7.296,7.505,19.89,289.73,100.00,40.31,45.12,0.403,0.299,-0.86,17.04,7.029,7.032,7.505,7.509,-0.86,17.04,1.75,27.65,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\39_C11.d"," DAD1 - B:Sig=260,4  Ref=360,60 39_C11.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\39_C11.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\39_C11.d" ,"1" ,0.404,0.432,0.562,4.85,16.19,5.57,9.60,2.50,0.158,0.047,-0.33,-0.15,0.402,0.403,0.561,0.566,-0.33,-0.15,4.24,4.55,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\39_C11.d" ,"2" ,0.569,0.590,0.639,50.47,62.79,21.60,100.00,9.71,0.070,0.016,-0.10,-0.02,0.561,0.566,0.637,0.642,-0.15,-0.10,3.04,50.34,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\39_C11.d" ,"3" ,1.142,1.213,1.345,11.23,51.94,17.87,22.25,8.04,0.203,0.074,-0.56,-0.35,1.119,1.125,1.344,1.349,-0.56,-0.35,1.53,10.75,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\39_C11.d" ,"4" ,3.162,3.293,3.461,19.08,133.98,46.08,37.79,20.73,0.299,0.111,-1.12,-0.31,3.127,3.130,3.457,3.466,-1.12,-0.31,1.26,18.31,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\39_C11.d" ,"5" ,3.471,3.561,3.668,18.55,90.75,31.22,36.74,14.04,0.197,0.077,-0.21,-0.95,3.457,3.466,3.694,3.699,-0.21,-0.95,1.06,18.00,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\39_C11.d" ,"6" ,7.100,7.294,7.505,20.07,290.72,100.00,39.76,44.98,0.405,0.299,-1.08,17.02,7.031,7.034,7.505,7.509,-1.08,17.02,1.80,27.65,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\40_C12.d"," DAD1 - B:Sig=260,4  Ref=360,60 40_C12.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\40_C12.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\40_C12.d" ,"1" ,0.361,0.386,0.399,1.98,3.02,1.04,4.44,0.50,0.038,0.023,-1.45,0.08,0.354,0.357,0.401,0.401,-1.45,0.08,0.84,1.56,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\40_C12.d" ,"2" ,0.401,0.430,0.558,6.25,18.15,6.25,14.00,2.98,0.157,0.036,-0.08,-0.05,0.401,0.401,0.557,0.559,-0.24,-0.05,4.10,6.05,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\40_C12.d" ,"3" ,0.584,0.599,0.648,44.66,54.45,18.76,100.00,8.95,0.065,0.016,0.51,0.32,0.578,0.580,0.651,0.652,0.51,0.32,3.21,45.12,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\40_C12.d" ,"4" ,1.151,1.215,1.353,11.72,45.72,15.75,26.24,7.52,0.202,0.060,-0.54,-0.37,1.149,1.151,1.353,1.355,-0.54,-0.37,1.59,11.23,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\40_C12.d" ,"5" ,3.157,3.289,3.458,17.76,116.33,40.08,39.77,19.12,0.301,0.102,-1.10,-0.45,3.145,3.153,3.457,3.459,-1.10,-0.45,1.25,16.94,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\40_C12.d" ,"6" ,3.458,3.554,3.677,16.44,80.40,27.70,36.82,13.22,0.219,0.076,-0.45,-1.24,3.457,3.459,3.708,3.711,-0.45,-1.24,1.10,15.64,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\40_C12.d" ,"7" ,7.101,7.296,7.505,19.96,290.25,100.00,44.70,47.71,0.404,0.299,-0.97,17.08,7.031,7.033,7.505,7.509,-0.97,17.08,1.76,27.69,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\42_D1.d"," DAD1 - B:Sig=260,4  Ref=360,60 42_D1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\42_D1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\42_D1.d" ,"1" ,0.364,0.385,0.401,2.66,3.83,1.33,6.70,0.63,0.037,0.024,-1.55,-0.90,0.356,0.358,0.403,0.404,-1.55,-0.90,0.86,1.49,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\42_D1.d" ,"2" ,0.404,0.439,0.566,4.88,19.07,6.60,12.30,3.11,0.161,0.056,-1.09,-0.27,0.403,0.404,0.564,0.568,-1.09,-0.27,4.30,3.97,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\42_D1.d" ,"3" ,0.579,0.600,0.650,39.68,55.32,19.15,100.00,9.04,0.072,0.018,-0.17,0.21,0.564,0.568,0.647,0.656,-0.25,-0.27,3.07,39.42,,,  ,,,,,,,,,,,,
